vlr_latitude,vlr_longitude,cod_munic,cod_cnes,nom_estab,dsc_endereco,dsc_bairro,dsc_cidade,dsc_telefone,dsc_estrut_fisic_ambiencia,dsc_adap_defic_fisic_idosos,dsc_equipamentos,dsc_medicamentos
-23.548,-46.636,355030,2027690,UBS DONA MARIQUINHA SCIASCIA,RUA DR JOSE VICENTE,TREMEMBE,São Paulo,1122030063,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-8.02861332893348,-35.0017547607412,260345,2346206,USF SANTA MONICA,RUA SENADOR POMPEU,SANTA MONICA,Camaragibe,8134581585,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-25.408,-52.416,411330,5466946,UBS CRISTO REI,RUA VEREADOR JOAO CHRUSCIAK,CRISTO REI,Laranjeiras do Sul,4236351657,Desempenho muito acima da média,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média
-22.8478610515588,-42.998557090758,330490,5936586,USF ENFERMEIRO FLAVIO HENRIQUE DE BRITO EQUIPE 408,RUA OSCAR GOMES,JOCKEY CLUB,São Gonçalo,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-22.8369712829583,-43.0643033981311,330490,2291703,POSTO DE SAUDE LUIZ CARLOS PRESTES,RUA DR JURUMENHA,SANTA CATARINA,São Gonçalo,2126056327,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-21.1034917831415,-42.5959897041309,314220,2162628,POSTO DE SAUDE PASCHOAL TROTA,RUA DR JUSTINO ALVES PEREIRA,ZONA RURAL,Miraí,(32)34265106,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-8.94149780273412,-39.3286299705494,290020,2304279,POSTO DE SAUDE DA FAMILIA DE ICOZEIRA,POV ICOZEIRA,ZONA RURAL,Abaré,7598621978,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-8.44873309135413,-35.9524369239797,260030,2434024,CENTRO DE SAUDE MARIA RIBEIRO,RUA MATEUS DE CASTRO LINO,CENTRO,Agrestina,(81)37441464,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-9.53541398048373,-36.987190246581,270440,6224059,USF DR GETULIO IZIDORO DA ROCHA,AVENIA SAO JOAO,CENTRO,Major Isidoro,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.8064825534814,-46.0521984100329,350635,2059681,UNIDADE BASICA DE SAUDE JARDIM INDAIA,RUA SAO FRANCISCO DO SUL,JARDIM INDAIA,Bertioga,1333131971,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-20.234,-41.511,320245,2448254,UNIDADE DE SAUDE DE SANTA CLARA,RUA PRINCIPAL,SANTA CLARA,Ibatiba,(28)35431614,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-4.04847264289844,-45.0951004028307,210740,2449358,PS CENTRO DOS TELAMACOS,POV CENTRO DOS TELEMACOS,ZONA RURAL,Olho d'Água das Cunhãs,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-27.3921775817863,-51.2098932266221,420360,2379643,ESF BOA VISTA COHAB,AVENIDA SAGRADO CORACAO DE MARIA,APARECIDA,Campos Novos,4935410251,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-2.20605254173272,-55.9485626220687,150390,6042597,POSTO DE SAUDE SAO BENEDITO,COMUNIDADE DE SAO BENEDITO,ZONA RURAL,Juruti,093 3536-1257,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.832,-46.811,351510,2056402,UBS EMBU GUACU,RUA ARLETE APARECIDA DE MORAES LOPES,CENTRO,Embu-Guaçu,46627440,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-10.058,-36.817,270590,2720949,POSTO DE SAUDE OLHO DAGUA PEQUENO,POVOADO OLHO DAGUA PEQUENO,ZONA RURAL,Olho d'Água Grande,(82)5350113,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-14.8592233657833,-39.6579623222339,291100,2601389,USF DR EDUARDO BIZARRIA MAMEDE,RUA PRESIDENTE DUTRA,CENTRO,Floresta Azul,(73) 32432183,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-19.8665106296534,-43.9434885978686,310620,23531,CENTRO DE SAUDE SANTA ROSA,AVN BUENO SIQUEIRA,UNIVERSITARIO,Belo Horizonte,32771578,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho acima da média
-25.23,-50.604,411010,3058603,POSTO DE SAUDE DA VILAZEZO,RUA AIRTON JOSE DE ANDRADE,VILA ZEZO,Imbituva,4234361500,Desempenho acima da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho muito acima da média
-21.9852411746972,-51.657092571257,354770,2060426,ESF DOUTOR MITUO SHIBUYA,RUA MARCO ANTONIO SOARES ASSUNCAO,JARDIM NOSSO TETO,Santo Anastácio,1832631438,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-8.58754277229284,-35.1200079917897,261420,2714272,PSF PORTO DE PEDRA,R D MARIA DE SOUZA,PORTO DE PEDRA,Sirinhaém,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-24.3219280242913,-50.6344199180588,412710,2741261,U B S JARDIM ALEGRE AREA II,RUA DAS ROSAS,JARDIM ALEGRE,Telêmaco Borba,4239041516,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-24.293,-53.313,410820,2572214,C S DE FORMOSA DO OESTE,RUA HELENA RIBEIRO CIRINO,CENTRO,Formosa do Oeste,4435261544,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho muito acima da média
-6.94653511047343,-40.4417681694019,220430,2366800,PS ALECRIM,POV ALECRIM,Z RURAL,Fronteiras,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-21.5674281120294,-51.3517284393296,352160,2750813,PSF 1 DE IRAPURU,RUA DUQUE DE CAXIAS,CENTRO,Irapuru,(18)38619042,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-26.396,-52.471,410570,2739593,POSTO DE SAUDE PAIOL GRANDE,ASSENTAMENTO PAIOL GRANDE,PAIOL GRANDE,Clevelândia,(46)99721592,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-11.4089477062222,-39.4632124900806,293300,4033515,UBS DE SAUDE DE VALENTE,RUA EVERALDINO ANTONIO DA CUNHA,CENTRO,Valente,(75) 32632521,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-15.4162538051601,-39.8492574691761,291640,2417251,POSTO DE SAUDE JOSE MENDONCA LUNA PALMARES,PCA CENTRAL,CENTRO,Itapetinga,Não se aplica,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-7.576,-40.498,260110,2635194,UNIDADE DE SAUDE DA FAMILIA POVOADO DO CAVACO,POVOADO CAVACO,POVOADO CAVACO,Araripina,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-19.9319672584528,-44.0284824371325,311860,2190052,UNIDADE BASICA DE SAUDE AGUA BRANCA,AVN CINCO,CJ AGUA BRANCA,Contagem,33525245,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-20.33,-40.292,320520,2403390,UNIDADE DE SAUDE DE SANTA RITA,AVENIDA FERNANDA ANTONIO DA SILVEIRA,SANTA RITA,Vila Velha,2731399035,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.5557496547692,-46.2210917472826,353060,3003973,USF JARDIM PLANALTO,VIELA MARFIM,JARDIM SANTA TEREZA,Mogi das Cruzes,1147386403,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-29.1660296916953,-51.1906671524033,430510,2239027,UBS CINQUENTENARIO,RUA BENTO GONCALVES,CINQUENTENARIO,Caxias do Sul,5439012313,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.7117254734032,-46.8493938446031,352220,2072335,UBS SALVADOR DE LEONE,AVN NITEROI,PRQ PARAISO,Itapecerica da Serra,1141652978,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-22.5610578060144,-43.6850523948657,330180,2277115,UNIDADE DE SAUDE DA FAMILIA DO RAMALHO,ROD RJ 127,RAMALHO,Engenheiro Paulo de Frontin,2424631418,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-19.1626667976374,-47.6764583587633,314500,2145472,CENTRO DE SAUDE ODELMO LEAO CARNEIRO,RUA PROFESSOR ALTAIR B DE RESENDE,ROSARIO,Nova Ponte,3433568065,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média
-30.8417022228232,-51.8185186386093,430350,5119391,UNIDADE AMB 07 POSTO DE SAUDE SANTA MARTA,RUA CHICUTA MOREIRA,SANTA MARTA,Camaquã,5136715315,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.5367381572717,-46.5955495834337,355030,2752174,UBS BELENZINHO MARCUS WOLOSKER,AVENIDA CELSO GARCIA,BELENZINHO,São Paulo,11922925687,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho muito acima da média
-7.98252224922157,-34.8989939689626,260960,2344645,USF ALTO DA CONQUISTA I E II,RUA DA TIJUCA,ALTO DA CONQUISTA,Olinda,8134430051,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-28.5859537124625,-54.6170067787155,431915,3004503,PS MATO GRANDE,DISTRITO DE MATO GRANDE,INTERIOR,São Miguel das Missões,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-7.03329920768717,-35.9356999397267,250120,2592002,UBSF SERROTE BRANCO PSF III,SITIO SERROTE BRANCO,ZONA RURAL,Areial,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-16.5642929077144,-49.7723364830003,521440,2440563,UNIDADE DE SAUDE DA FAMILIA III NAZARIO,RUA 05 ESQ C AV DR GERALDO NEY,CENTRO,Nazário,6435701220,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-19.2017412185663,-42.049934864043,312370,2119250,CENTRO DE SAUDE SAO VICENTE DE PAULA,RUA MANOEL MARTINS,VILA MARTINS,Engenheiro Caldas,3332341444,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-9.28146243095371,-42.705702781676,221060,2367203,CENTRO DE SAUDEUNIDADE BASICA OTAVIO JOSE NERI,SAO VITOR,ZONA RURAL,São Raimundo Nonato,(86)5821916,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-16.3450920581813,-44.3273234367358,310860,2203863,POSTO DE SAUDE BORA,BORA,BORA,Brasília de Minas,(38)32311441,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-30.014444589614,-51.1576652526841,431490,2265168,UNIDADE HOSPITAL CONCEICAO,AV FRANCISCO TREIN,CRISTO REDENTOR,Porto Alegre,5133572334,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-19.9434900283808,-44.2714476585375,310670,2126435,UBS OSVALDO CRUZ VIANOPOLIS,RUA CONCEICAO SILVA LIMA,VIANOPOLIS,Betim,35317599,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-6.27930879592877,-35.4984354972829,241350,2375230,CENTRO DE SAUDE JOSE TEIXEIRA DE SOUZA,RUA JOSE CORREIA DE ANDRADE,CENTRO,Serrinha,8432840024,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho acima da média
-4.42391753196703,-41.7980217933643,220840,5996252,UBSF SUSSUARANA PSF 22,LOCALIDADE SUSSUARANA DE CIMA,ZONA RURAL,Piripiri,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.5475850105279,-48.2387781143174,352230,2064294,USF CONCEICAO THIBES DO CANTO TUPY ITAPETININGA,RUA MARIA ROCHA MACHADO,TUPY,Itapetininga,1533721001,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-26.23,-51.086,412820,2559072,POSTO DE SAUDE NUCLEO SOCIAL ODETE CONTI,RUA JOAQUIM TAVORA,SAO BERNARDO,União da Vitória,39031625,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-31.7033886909476,-52.3341250419601,431440,2253178,POSTO DE SAUDE COHAB PESTANO,AVENIDA LEOPOLDO BROD,TRES VENDAS,Pelotas,5332831841,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-20.4729366302484,-54.5511960983261,500270,10278,UBSF MARIA APARECIDA PEDROSSIAN,AVENIDA MANOEL PADIAL,MARIA AP PEDROSSIAN,Campo Grande,6733145078,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-24.4143569469445,-53.6564540863022,410200,2783355,POSTO DE SAUDE DO ENCANTADO,RUA SAO PEDRO,ENCANTADO DO OESTE,Assis Chateaubriand,4435541144,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-27.1509289741508,-48.9267110824571,420290,2687933,UNIDADE DE SAUDE CEDRINHO,RUA ALBERTO KLABUNDE,CEDRINHO,Brusque,4733505192,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.6838841438287,-46.5755081176744,354870,2045362,UBS JORDANOPOLIS,RUA OSWALDO CRUZ,JORDANOPOLIS,São Bernardo do Campo,1141789949,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-22.7966201305383,-47.2788047790514,355240,2050471,UBS JARDIM PICERNO,RUA DA SAUDE,PICERNO II,Sumaré,1938283928,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.7785768508904,-46.5285372734056,354870,2045389,UBS RIACHO GRANDE,RUA RIO ACIMA,RIACHO GRANDE,São Bernardo do Campo,1143540321,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.4972774982446,-46.5548014640795,351880,2044218,UBS JARDIM MUNHOZ,RUA PROFESSOR JOSE MUNHOZ,JARDIM MUNHOZ,Guarulhos,1124210725,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-21.7690873146051,-52.1444177627548,354130,2750732,ESF VILA PORTO TIBIRICA,AVENIDA TIBIRICA,PORTO TIBIRICA,Presidente Epitácio,1832511435,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho acima da média
-14.29164992133,-43.7781849167469,290710,5032776,PSF DO ALTO DA COLINA,RUA PARAIBA,ALTO DA COLINA,Carinhanha,34852284,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-24.956,-53.455,410480,2736950,CENTRO DE SAUDE SANTOS DUMONT,RUA ALDOINO MACHADO,SANTOS DUMONT,Cascavel,4539022697,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.0819427967065,-47.2146892547594,352050,5045797,UBS IX CENTRAL,RUA SAO CARLOS,VL RUZ PERES,Indaiatuba,1938759368,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.7107706069939,-46.652884483336,355030,2787180,UBS JD APURA,RUA DR DARI BARCELOS,JD APURA,São Paulo,1156730001,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-18.3241546154017,-44.1198706626879,314250,2157926,CENTRO DE SAUDE DE MONJOLOS,RUA PREFEITO DJALMA R OLIVEIRA,CENTRO,Monjolos,3837271101,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média
-12.3093330860134,-38.7436509132374,290850,5085802,PSF DA GAMELEIRA,POVOADO DA GAMELEIRA,GAMELEIRA,Conceição do Jacuípe,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-9.34213399887058,-35.6292414665212,270850,5732581,UNIDADE BASICA DE SAUDE ANTONIO BUARQUE FILHO,FAZENDA LAGOA VERMELHA,ZONA RURAL,São Luís do Quitunde,32541374,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-3.20790052413931,-52.2254204750046,150060,2330377,UNIDADE DE SAUDE DA FAMILIA SUDAM 2,AVENIDA PERIMENTRAL,SUDAM II,Altamira,(93)35152297,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-28.5371696948997,-52.9908800125107,430560,5087554,POSTO DE SAUDE VILA PADRE OSMARI,AVN PRINCESA ISABEL,PADRE OSMARI,Colorado,5433341444,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-18.863,-41.123,320330,5160081,UNIDADE SAUDE DA FAMILIA SEDE I,RUA PIMENTA,CENTRO,Mantenópolis,(27)37581307,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média
-13.3842229843136,-42.2626876831042,292360,5624878,UNIDADE DO PSF DO SAO JOAO,COMUNIDADE DO SAO JOAO,ZONA RURAL,Paramirim,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média,Desempenho acima da média
-12.5085997581478,-38.5043334960926,292950,5708109,USF ANTONIETA SACRAMENTO TELES CONCEICAO,RUA DO OLEODUTO,ARACATIBA,São Sebastião do Passé,7136555960,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho acima da média
-28.2683908939353,-54.4708156585678,431750,2256606,PS TRES SINOS,TRES SINOS,INTERIOR,Santo Ângelo,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-17.0797169208522,-44.2053365707385,311650,2113414,CENTRO DE SAUDE GERALDO OLIVEIRA PEDROGA,RUA CLOVIS PRATES,CENTRO,Claro dos Poções,3832371124,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-15.6196832656856,-40.2641415595997,292000,2493608,UBS WILSON VIEIRA DANTAS MISTA,PRACA DA BANDEIRA,CENTRO,Maiquinique,(77)32752200,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-29.0618956089011,-51.2608766555771,430820,2237067,POSTO DE SAUDE OTAVIO ROCHA,AVN UVA ITALIA,CENTRO,Flores da Cunha,5432791320,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-20.3844988346094,-42.2496843338,315790,2115204,UNIDADE BASICA DE SAUDE BOM JARDIM SANTA MARGARIDA,PRACA CELESTIMO PEREIRA LIMA,CENTRO,Santa Margarida,3138751104,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho acima da média,Desempenho muito acima da média
-21.7180824279779,-43.9269018173205,313860,2184591,UNIDADE BASICA DE SAUDE CARLOS BAUMGRATZ,DISTRITO DE CONCEICAO IBITIPOCA,DISTRITO,Lima Duarte,3232818109,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-19.8989546298975,-44.0272164344775,311860,2190591,UNIDADE DE SAUDE DA FAMILIA COLORADO USF 45,RUA B,COLORADO,Contagem,3133525862,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-31.3378357887259,-54.0767240524276,430160,2261391,PS CENTRO SOCIAL URBANO,RUA ROMULO FREITAS,PEDRAS BRANCAS,Bagé,5332412651,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-22.0115375518792,-49.789931774138,352580,2031493,CENTRO DE SAUDE DE JULIO MESQUITA,RUA JORGE DE MORAES BARROS,CENTRO,Júlio Mesquita,1434879099,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho muito acima da média
-22.6071596145623,-46.7034387588487,355160,2750023,UNIDADE BASICA DE SAUDE DO CENTRO SERRA NEGRA,PRACA LIONS INTERNACIONAL,CENTRO,Serra Negra,1938922206,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-25.043,-52.68,410712,5867436,UNIDADE DE ATENCAO PRIMARIA SAUDE DA FAMILIA UAPSF,RUA GETULIO VARGAS,CENTRO,Diamante do Sul,4532301100,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-6.94135308265666,-49.6984791755662,150775,2616009,CENTRO DE SAUDE VANY FURTADO,RUA EUCALIPTOS,BELA VISTA,Sapucaia,Não se aplica,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-2.4241375923156,-54.7143816947921,150680,2621657,POSTO DE SAUDE SAO VICENTE DE PAULA ASILO,AV BARAO DO RIO BRANCO,SANTA CLARA,Santarém,(93)5232868,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-15.587153434753,-42.9268884658801,315220,2194082,UNIDADE BASICA DE SAUDE TANQUE,RODOVIA PORTEIRINHA MATO VERDE,ZONA RURAL,Porteirinha,3891716261,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-23.4758305549615,-46.6304183006273,355030,2752212,UBS DOMINGOS MAZZONETO DE CILO VILA AURORA,RUA ENGENHEIRO JEAN BUFF,CHACARA DO ENCOSTO,São Paulo,62322244,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média
-25.856,-52.523,410540,2739437,POSTO DE SAUDE GRAMADOS 7 RS,GRAMADOS,INTERIOR,Chopinzinho,(46)2421511,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
-23.2639253139489,-51.1418938636765,411370,2577860,UBS MARIA CECILIA,RUA EUGENIO GAYON,CJ MARIA CECILIA,Londrina,4333790733,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média
